,Crime_ID,Date,Crime_Type,Victim_ID,Suspect_ID,Status,Lead_Officer_ID,Region,City,Case_ID
4733,CR4733,15/02/2013,labor racketeering,P00296181,Cam0003173,On-going,CPA23031883,Campania,Caserta,N/A
4734,CR4734,13/09/2008,loan sharking,P00881754,Sac0001542,On-going,PGA429153931,Puglia,Lecce,N/A
4735,CR4735,21/07/2001,gambling,P00987683,Ndr0003948,Solved,CLA950054490,Calabria,Catanzaro,CA1488
4736,CR4736,18/11/2002,infiltration of legitimate businesses,P00150758,Cam0001261,On-going,CPA740391331,Campania,Avellino,N/A
4737,CR4737,22/01/2016,tax-fraud schemes,P00925052,Sac0001070,On-going,PGA378299419,Puglia,Taranto,N/A
4738,CR4738,13/07/2003,labor racketeering,P00991699,Cos0003452,On-going,SCY518157560,Sicily,Marsala,N/A
4739,CR4739,24/02/2016,murder,P00478379,Cam0001776,Solved,CPA948299363,Campania,Avellino,N/A
4740,CR4740,30/08/2013,gambling,P00160367,Sac0000237,Solved,PGA524160545,Puglia,Foggia,N/A
4741,CR4741,24/11/2006,gambling,P00501798,Sac0001695,On-going,PGA599967208,Puglia,Andria,CA1946
4742,CR4742,23/08/2016,labor racketeering,P00602548,Cos0004188,On-going,SCY416117418,Sicily,Marsala,CA1770
4743,CR4743,20/12/2014,loan sharking,P00129826,Cam0004086,On-going,CPA325429794,Campania,Naples,CA56
4744,CR4744,13/04/2009,extortion,P00101668,Cam0001563,Solved,CPA656956052,Campania,Salerno,N/A
4745,CR4745,02/01/2009,labor racketeering,P00550672,Cam0004593,On-going,CPA114368633,Campania,Salerno,N/A
4746,CR4746,30/06/2010,extortion,P00619812,Sac0001001,Solved,PGA153584427,Puglia,Lecce,CA102
4747,CR4747,03/08/2012,prostitution,P00687029,Sac0001713,On-going,PGA911164522,Puglia,Andria,N/A
4748,CR4748,14/04/2014,murder,P00500416,Cam0003495,On-going,CPA50953022,Campania,Benevento,N/A
4749,CR4749,10/02/2003,gambling,P00732063,Cos0002138,On-going,SCY113800661,Sicily,Gela,CA718
4750,CR4750,05/03/2020,corruption of public officials,P00207536,Cam0001031,On-going,CPA692401815,Campania,Benevento,N/A
4751,CR4751,05/07/2008,infiltration of legitimate businesses,P00252449,Cam0003828,On-going,CPA466133805,Campania,Naples,N/A
4752,CR4752,20/05/2021,gambling,P00722827,Cos0002368,On-going,SCY46339418,Sicily,Catania,N/A
4753,CR4753,02/10/2011,drug trafficking,P00143521,Cos0001975,On-going,SCY559951122,Sicily,Syracuse,N/A
4754,CR4754,30/10/2011,infiltration of legitimate businesses,P00213524,Cos0000409,On-going,SCY28163635,Sicily,Vittoria,CA1170
4755,CR4755,04/07/2014,loan sharking,P00702176,Cam0004551,On-going,CPA939596167,Campania,Caserta,N/A
4756,CR4756,11/06/2019,loan sharking,P00442434,Cos0003453,Solved,SCY279536154,Sicily,Vittoria,N/A
4757,CR4757,15/03/2011,drug trafficking,P00312269,Cam0003387,On-going,CPA623507582,Campania,Benevento,N/A
4758,CR4758,25/12/2012,infiltration of legitimate businesses,P00344280,Cos0002669,Solved,SCY356958059,Sicily,Trapani,N/A
4759,CR4759,05/06/2008,corruption of public officials,P00199064,Cos0004564,Solved,SCY781091930,Sicily,Caltanissetta,N/A
4760,CR4760,13/06/2013,tax-fraud schemes,P00680531,Ndr0002874,On-going,CLA690683620,Calabria,Montalto Uffugo,CA192
4761,CR4761,10/04/2021,infiltration of legitimate businesses,P00024660,Cam0002724,Solved,CPA82206646,Campania,Caserta,N/A
4762,CR4762,24/03/2002,tax-fraud schemes,P00828594,Cos0001293,On-going,SCY960837464,Sicily,Gela,N/A
4763,CR4763,01/04/2003,gambling,P00485194,Cos0003326,Solved,SCY675913910,Sicily,Vittoria,N/A
4764,CR4764,26/12/2021,tax-fraud schemes,P00658997,Cos0004474,Solved,SCY321818993,Sicily,Catania,CA1680
4765,CR4765,30/12/2017,labor racketeering,P00346696,Cos0003343,On-going,SCY435500809,Sicily,Caltanissetta,N/A
4766,CR4766,22/03/2002,murder,P00565505,Cos0004170,Solved,SCY86588192,Sicily,Trapani,CA1872
4767,CR4767,01/02/2017,extortion,P00790475,Cam0005029,Solved,CPA456740941,Campania,Salerno,N/A
4768,CR4768,07/12/2010,extortion,P00965230,Ndr0001258,On-going,CLA474181211,Calabria,Vibo Valentia,N/A
4769,CR4769,29/01/2018,drug trafficking,P00811675,Cos0003967,On-going,SCY384978713,Sicily,Catania,CA1680
4770,CR4770,17/04/2005,infiltration of legitimate businesses,P00609890,Sac0000180,On-going,PGA783913775,Puglia,Bari,N/A
4771,CR4771,05/12/2003,extortion,P00718644,Cam0004539,On-going,CPA828939598,Campania,Naples,N/A
4772,CR4772,14/05/2003,infiltration of legitimate businesses,P00103931,Cam0003159,Solved,CPA90881968,Campania,Caserta,CA1973
4773,CR4773,16/10/2019,prostitution,P00759402,Cos0004710,On-going,SCY469704071,Sicily,Catania,N/A
4774,CR4774,11/05/2007,extortion,P00335616,Ndr0003792,Solved,CLA578827053,Calabria,Montalto Uffugo,CA821
4775,CR4775,12/06/2000,tax-fraud schemes,P00563842,Sac0000735,On-going,PGA712406406,Puglia,Taranto,N/A
4776,CR4776,29/03/2016,prostitution,P00384710,Cos0000514,On-going,SCY205586306,Sicily,Ragusa,N/A
4777,CR4777,15/01/2010,murder,P00071157,Cam0003750,Solved,CPA143633973,Campania,Salerno,N/A
4778,CR4778,11/11/2010,murder,P00985227,Cos0000770,Solved,SCY802014779,Sicily,Catania,N/A
4779,CR4779,18/12/2003,extortion,P00635705,Ndr0001414,On-going,CLA106244826,Calabria,Reggio Calabria,N/A
4780,CR4780,03/07/2017,murder,P00912107,Cos0003325,Solved,SCY415498253,Sicily,Marsala,CA212
4781,CR4781,19/01/2004,drug trafficking,P00256693,Sac0001740,On-going,PGA65551751,Puglia,Bari,N/A
4782,CR4782,19/05/2010,infiltration of legitimate businesses,P00503735,Sac0000527,On-going,PGA162330736,Puglia,Andria,CA1888
4783,CR4783,17/07/2021,corruption of public officials,P00477329,Ndr0001607,On-going,CLA346135131,Calabria,Rende,N/A
4784,CR4784,30/06/2009,corruption of public officials,P00860704,Cos0002651,On-going,SCY295921214,Sicily,Caltanissetta,N/A
4785,CR4785,08/05/2016,tax-fraud schemes,P00176003,Cam0002616,On-going,CPA114266012,Campania,Benevento,CA685
4786,CR4786,10/11/2009,loan sharking,P00572407,Sac0001045,Solved,PGA404844663,Puglia,Taranto,CA286
4787,CR4787,13/02/2004,murder,P00843022,Cos0003969,Solved,SCY488026632,Sicily,Caltanissetta,N/A
4788,CR4788,19/01/2003,infiltration of legitimate businesses,P00362907,Ndr0004601,Solved,CLA271056021,Calabria,Montalto Uffugo,CA1824
4789,CR4789,29/06/2016,extortion,P00349439,Ndr0004320,Solved,CLA231400459,Calabria,Montalto Uffugo,N/A
4790,CR4790,30/10/2009,murder,P00775132,Sac0001019,Solved,PGA775982551,Puglia,Lecce,CA642
4791,CR4791,05/08/2017,tax-fraud schemes,P00921405,Ndr0002704,On-going,CLA874383551,Calabria,Acri,N/A
4792,CR4792,27/06/2002,gambling,P00145376,Ndr0002179,Solved,CLA805532716,Calabria,Lamezia Terme,N/A
4793,CR4793,07/05/2015,gambling,P00227819,Sac0001716,On-going,PGA484030407,Puglia,Taranto,N/A
4794,CR4794,18/04/2000,tax-fraud schemes,P00961372,Sac0000955,Solved,PGA109297857,Puglia,Foggia,N/A
4795,CR4795,28/10/2002,murder,P00109317,Sac0000889,Solved,PGA378585671,Puglia,Andria,N/A
4796,CR4796,01/02/2004,labor racketeering,P00474276,Cos0004442,Solved,SCY295705165,Sicily,Messina,CA624
4797,CR4797,03/05/2002,extortion,P00448433,Sac0000231,On-going,PGA278195802,Puglia,Andria,N/A
4798,CR4798,15/01/2013,murder,P00263888,Ndr0001233,Solved,CLA693912490,Calabria,Lamezia Terme,N/A
4799,CR4799,18/10/2011,labor racketeering,P00251053,Cam0001824,Solved,CPA581560889,Campania,Avellino,N/A
4800,CR4800,22/09/2014,infiltration of legitimate businesses,P00049660,Cos0004660,On-going,SCY203877893,Sicily,Messina,N/A
4801,CR4801,21/08/2008,prostitution,P00179908,Sac0000638,On-going,PGA501933005,Puglia,Andria,CA1456
4802,CR4802,22/01/2005,loan sharking,P00539220,Ndr0004400,On-going,CLA904013647,Calabria,Cosenza,CA1656
4803,CR4803,31/05/2008,labor racketeering,P00401107,Cam0003690,Solved,CPA478970849,Campania,Naples,N/A
4804,CR4804,29/07/2008,labor racketeering,P00113459,Cos0002381,On-going,SCY410088481,Sicily,Catania,CA395
4805,CR4805,01/11/2015,gambling,P00223065,Cam0003267,On-going,CPA222880612,Campania,Benevento,N/A
4806,CR4806,14/11/2019,drug trafficking,P00986734,Ndr0002069,On-going,CLA3850620,Calabria,Crotone,N/A
4807,CR4807,02/04/2004,murder,P00288950,Cos0004247,On-going,SCY718367772,Sicily,Catania,N/A
4808,CR4808,18/11/2000,labor racketeering,P00265239,Ndr0000777,On-going,CLA178075402,Calabria,Corigliano-Rossano,N/A
4809,CR4809,07/08/2000,murder,P00811985,Cos0001084,On-going,SCY859382913,Sicily,Marsala,N/A
4810,CR4810,14/12/2003,prostitution,P00564778,Cos0000357,Solved,SCY417530948,Sicily,Vittoria,CA1744
4811,CR4811,04/09/2012,gambling,P00299809,Sac0001682,Solved,PGA818073480,Puglia,Taranto,N/A
4812,CR4812,28/09/2009,prostitution,P00469637,Cam0001010,Solved,CPA720476502,Campania,Salerno,N/A
4813,CR4813,22/07/2019,murder,P00065498,Cam0002374,On-going,CPA543404196,Campania,Salerno,N/A
4814,CR4814,13/06/2018,labor racketeering,P00083934,Cos0002665,On-going,SCY658891466,Sicily,Palermo,N/A
4815,CR4815,18/11/2015,gambling,P00931789,Cam0002164,On-going,CPA17275952,Campania,Caserta,N/A
4816,CR4816,25/03/2006,murder,P00162203,Cos0002500,On-going,SCY322293859,Sicily,Catania,N/A
4817,CR4817,29/07/2016,drug trafficking,P00556126,Cos0002262,On-going,SCY222326924,Sicily,Messina,CA365
4818,CR4818,25/08/2006,tax-fraud schemes,P00898473,Cos0001982,On-going,SCY865041952,Sicily,Palermo,N/A
4819,CR4819,25/08/2005,tax-fraud schemes,P00489120,Cam0002128,Solved,CPA972625469,Campania,Salerno,N/A
4820,CR4820,19/10/2018,gambling,P00298772,Sac0000575,On-going,PGA517019851,Puglia,Foggia,N/A
4821,CR4821,20/06/2019,murder,P00752945,Ndr0001212,Solved,CLA999080918,Calabria,Rende,N/A
4822,CR4822,06/12/2019,corruption of public officials,P00798610,Cam0003736,Solved,CPA858576766,Campania,Caserta,N/A
4823,CR4823,25/06/2011,loan sharking,P00726369,Ndr0003667,On-going,CLA614279860,Calabria,Catanzaro,N/A
4824,CR4824,11/09/2002,labor racketeering,P00237462,Cam0000613,On-going,CPA756439703,Campania,Avellino,N/A
4825,CR4825,19/12/2020,drug trafficking,P00451893,Cos0001152,On-going,SCY210217104,Sicily,Messina,N/A
4826,CR4826,06/09/2020,tax-fraud schemes,P00518403,Ndr0004547,Solved,CLA899957586,Calabria,Lamezia Terme,CA1617
4827,CR4827,30/09/2008,prostitution,P00984192,Sac0000637,On-going,PGA600796941,Puglia,Andria,N/A
4828,CR4828,25/08/2007,murder,P00197929,Cos0000367,On-going,SCY235212643,Sicily,Caltanissetta,CA427
4829,CR4829,27/08/2000,extortion,P00349427,Ndr0001740,On-going,CLA960692428,Calabria,Montalto Uffugo,N/A
4830,CR4830,10/03/2005,loan sharking,P00620036,Sac0000592,On-going,PGA234049653,Puglia,Foggia,CA814
4831,CR4831,31/07/2012,loan sharking,P00255672,Sac0001145,On-going,PGA491192059,Puglia,Foggia,N/A
4832,CR4832,20/12/2020,drug trafficking,P00199734,Cos0002951,On-going,SCY940362463,Sicily,Syracuse,CA1535
4833,CR4833,29/09/2011,drug trafficking,P00820283,Ndr0002916,Solved,CLA419048626,Calabria,Corigliano-Rossano,N/A
4834,CR4834,10/04/2013,infiltration of legitimate businesses,P00987289,Ndr0001380,Solved,CLA227843385,Calabria,Corigliano-Rossano,N/A
4835,CR4835,17/11/2016,infiltration of legitimate businesses,P00363390,Cam0003225,On-going,CPA483888459,Campania,Caserta,N/A
4836,CR4836,09/06/2003,murder,P00621476,Cos0003914,On-going,SCY508463618,Sicily,Gela,N/A
4837,CR4837,28/11/2018,extortion,P00913136,Cos0002831,On-going,SCY713005609,Sicily,Palermo,N/A
4838,CR4838,30/09/2009,murder,P00512616,Sac0001640,On-going,PGA632281772,Puglia,Taranto,CA292
4839,CR4839,08/10/2011,prostitution,P00153577,Cam0000669,On-going,CPA813044932,Campania,Naples,CA35
4840,CR4840,26/06/2007,prostitution,P00743154,Ndr0001081,Solved,CLA605021633,Calabria,Vibo Valentia,N/A
4841,CR4841,31/12/2002,tax-fraud schemes,P00115398,Cos0004724,On-going,SCY634365145,Sicily,Caltanissetta,N/A
4842,CR4842,11/05/2008,drug trafficking,P00948854,Cos0003917,On-going,SCY759658811,Sicily,Gela,N/A
4843,CR4843,19/03/2014,labor racketeering,P00690094,Ndr0003607,On-going,CLA278715074,Calabria,Castrovillari,N/A
4844,CR4844,22/06/2002,tax-fraud schemes,P00836605,Cos0003780,Solved,SCY792849364,Sicily,Catania,N/A
4845,CR4845,06/02/2021,infiltration of legitimate businesses,P00621589,Cos0002381,Solved,SCY510744926,Sicily,Catania,CA64
4846,CR4846,10/05/2014,labor racketeering,P00234064,Ndr0002872,Solved,CLA296175583,Calabria,Vibo Valentia,N/A
4847,CR4847,29/04/2019,prostitution,P00885184,Ndr0001635,Solved,CLA868938901,Calabria,Montalto Uffugo,N/A
4848,CR4848,22/05/2016,tax-fraud schemes,P00232168,Ndr0002795,Solved,CLA625705869,Calabria,Castrovillari,N/A
4849,CR4849,02/11/2002,corruption of public officials,P00185498,Cos0002324,On-going,SCY254782447,Sicily,Messina,N/A
4850,CR4850,12/03/2022,corruption of public officials,P00323223,Cam0000766,Solved,CPA671505241,Campania,Caserta,N/A
4851,CR4851,02/08/2010,loan sharking,P00571745,Sac0001568,On-going,PGA249790992,Puglia,Andria,CA1537
4852,CR4852,30/09/2009,labor racketeering,P00592343,Sac0000324,On-going,PGA265097760,Puglia,Andria,N/A
4853,CR4853,19/05/2001,prostitution,P00355920,Sac0000963,Solved,PGA608431403,Puglia,Andria,N/A
4854,CR4854,10/10/2013,drug trafficking,P00350164,Ndr0002159,On-going,CLA997726459,Calabria,Catanzaro,N/A
4855,CR4855,23/01/2019,prostitution,P00956721,Cos0003254,On-going,SCY826374531,Sicily,Gela,CA925
4856,CR4856,29/08/2001,infiltration of legitimate businesses,P00016405,Cam0003372,Solved,CPA663742839,Campania,Benevento,N/A
4857,CR4857,28/10/2018,drug trafficking,P00088800,Cos0004133,Solved,SCY485832012,Sicily,Gela,N/A
4858,CR4858,05/06/2021,corruption of public officials,P00527280,Ndr0004119,On-going,CLA292681119,Calabria,Vibo Valentia,N/A
4859,CR4859,17/04/2002,corruption of public officials,P00045632,Cos0003723,On-going,SCY268237303,Sicily,Syracuse,N/A
4860,CR4860,02/07/2005,labor racketeering,P00143772,Cos0002211,Solved,SCY100589701,Sicily,Caltanissetta,N/A
4861,CR4861,23/08/2021,tax-fraud schemes,P00399252,Ndr0003372,Solved,CLA507759471,Calabria,Cosenza,N/A
4862,CR4862,23/09/2000,tax-fraud schemes,P00260140,Cos0002312,Solved,SCY137273531,Sicily,Marsala,N/A
4863,CR4863,07/01/2017,murder,P00519314,Cam0005360,On-going,CPA700877236,Campania,Avellino,N/A
4864,CR4864,26/05/2010,labor racketeering,P00066139,Cam0003531,Solved,CPA886002714,Campania,Caserta,N/A
4865,CR4865,28/06/2006,loan sharking,P00291177,Ndr0001847,Solved,CLA579429219,Calabria,Lamezia Terme,CA1442
4866,CR4866,05/07/2014,extortion,P00655059,Cam0005030,On-going,CPA462960833,Campania,Benevento,N/A
4867,CR4867,17/05/2011,loan sharking,P00265923,Cam0003603,On-going,CPA205046678,Campania,Salerno,N/A
4868,CR4868,29/09/2019,drug trafficking,P00368564,Sac0001540,Solved,PGA653163345,Puglia,Taranto,N/A
4869,CR4869,13/06/2019,loan sharking,P00333287,Cos0003308,Solved,SCY240027366,Sicily,Ragusa,N/A
4870,CR4870,28/05/2003,labor racketeering,P00539997,Cam0001790,On-going,CPA589838080,Campania,Avellino,N/A
4871,CR4871,27/03/2003,labor racketeering,P00375654,Cam0005367,Solved,CPA247494181,Campania,Caserta,N/A
4872,CR4872,22/12/2016,infiltration of legitimate businesses,P00197439,Cos0003566,On-going,SCY866499671,Sicily,Ragusa,N/A
4873,CR4873,12/12/2003,murder,P00044762,Cos0003194,Solved,SCY354476523,Sicily,Caltanissetta,N/A
4874,CR4874,18/12/2003,corruption of public officials,P00002076,Ndr0001180,On-going,CLA626985372,Calabria,Acri,CA1802
4875,CR4875,14/03/2021,drug trafficking,P00349496,Ndr0004507,Solved,CLA441714553,Calabria,Rende,N/A
4876,CR4876,17/06/2015,drug trafficking,P00636852,Cam0004606,Solved,CPA213022906,Campania,Salerno,N/A
4877,CR4877,16/09/2010,extortion,P00980528,Ndr0004941,Solved,CLA167180663,Calabria,Corigliano-Rossano,N/A
4878,CR4878,21/10/2003,prostitution,P00568703,Ndr0002179,On-going,CLA929876793,Calabria,Lamezia Terme,N/A
4879,CR4879,28/10/2014,tax-fraud schemes,P00463996,Cos0001695,Solved,SCY658171461,Sicily,Caltanissetta,N/A
4880,CR4880,28/03/2007,loan sharking,P00054384,Ndr0002632,On-going,CLA505653127,Calabria,Acri,N/A
4881,CR4881,18/06/2006,tax-fraud schemes,P00784557,Cos0003477,On-going,SCY287859744,Sicily,Palermo,CA1436
4882,CR4882,05/02/2009,tax-fraud schemes,P00042555,Cos0004198,Solved,SCY73870037,Sicily,Messina,N/A
4883,CR4883,27/02/2017,murder,P00828009,Cos0001408,On-going,SCY804622293,Sicily,Ragusa,N/A
4884,CR4884,06/01/2002,loan sharking,P00146265,Ndr0003054,Solved,CLA271658430,Calabria,Corigliano-Rossano,N/A
4885,CR4885,16/03/2000,infiltration of legitimate businesses,P00604616,Cos0004718,On-going,SCY114480999,Sicily,Trapani,N/A
4886,CR4886,23/12/2012,extortion,P00467301,Cam0000458,Solved,CPA277587213,Campania,Avellino,N/A
4887,CR4887,19/04/2009,labor racketeering,P00316908,Cos0004509,Solved,SCY648646163,Sicily,Ragusa,CA1830
4888,CR4888,30/07/2020,extortion,P00098847,Cam0005198,Solved,CPA391446769,Campania,Benevento,N/A
4889,CR4889,05/02/2013,gambling,P00647195,Cam0004839,On-going,CPA765663592,Campania,Benevento,N/A
4890,CR4890,04/11/2010,infiltration of legitimate businesses,P00926312,Cos0001867,On-going,SCY711131344,Sicily,Vittoria,N/A
4891,CR4891,11/04/2009,extortion,P00930971,Cam0004042,On-going,CPA923192876,Campania,Naples,CA1909
4892,CR4892,31/10/2008,murder,P00562135,Sac0001722,On-going,PGA798077896,Puglia,Bari,N/A
4893,CR4893,14/05/2019,drug trafficking,P00844335,Cos0000406,On-going,SCY422832154,Sicily,Catania,CA1448
4894,CR4894,13/09/2018,prostitution,P00551865,Cam0002152,On-going,CPA366975801,Campania,Benevento,N/A
4895,CR4895,31/12/2000,prostitution,P00745173,Ndr0002739,Solved,CLA733657355,Calabria,Crotone,N/A
4896,CR4896,17/07/2010,extortion,P00960430,Cam0000235,Solved,CPA592763240,Campania,Benevento,N/A
4897,CR4897,05/03/2007,labor racketeering,P00672743,Cam0003776,On-going,CPA415492507,Campania,Salerno,N/A
4898,CR4898,15/11/2011,murder,P00596809,Ndr0000573,Solved,CLA9606149,Calabria,Vibo Valentia,CA846
4899,CR4899,03/05/2014,prostitution,P00380856,Sac0000136,On-going,PGA160954999,Puglia,Andria,N/A
4900,CR4900,02/02/2018,corruption of public officials,P00994566,Ndr0004017,On-going,CLA388833283,Calabria,Castrovillari,N/A
4901,CR4901,06/09/2015,tax-fraud schemes,P00382465,Cos0002273,On-going,SCY901572123,Sicily,Marsala,N/A
4902,CR4902,03/09/2019,tax-fraud schemes,P00394411,Cos0003633,Solved,SCY533988071,Sicily,Caltanissetta,N/A
4903,CR4903,02/06/2017,corruption of public officials,P00030244,Sac0000212,On-going,PGA430774872,Puglia,Andria,N/A
4904,CR4904,22/05/2009,prostitution,P00519385,Cam0003053,On-going,CPA197661478,Campania,Caserta,N/A
4905,CR4905,14/08/2004,murder,P00409188,Ndr0003886,Solved,CLA194248155,Calabria,Castrovillari,CA1540
4906,CR4906,27/05/2018,loan sharking,P00992423,Cos0001597,Solved,SCY970956498,Sicily,Ragusa,N/A
4907,CR4907,22/05/2003,labor racketeering,P00810872,Cos0000879,Solved,SCY521652454,Sicily,Trapani,N/A
4908,CR4908,23/11/2011,labor racketeering,P00530766,Cam0002684,On-going,CPA900233154,Campania,Caserta,N/A
4909,CR4909,30/09/2003,extortion,P00058698,Ndr0003898,On-going,CLA599581589,Calabria,Rende,CA1856
4910,CR4910,23/04/2019,corruption of public officials,P00733887,Ndr0004586,On-going,CLA434229228,Calabria,Cosenza,CA816
4911,CR4911,04/11/2014,labor racketeering,P00198317,Cos0003503,On-going,SCY917552604,Sicily,Palermo,N/A
4912,CR4912,14/10/2011,gambling,P00409001,Ndr0003247,On-going,CLA759372911,Calabria,Rende,CA1337
4913,CR4913,29/12/2009,loan sharking,P00085591,Cos0003457,On-going,SCY104955805,Sicily,Gela,N/A
4914,CR4914,28/10/2000,tax-fraud schemes,P00892786,Ndr0003334,On-going,CLA956441613,Calabria,Vibo Valentia,CA669
4915,CR4915,30/08/2010,extortion,P00418866,Cos0002449,Solved,SCY958605732,Sicily,Messina,N/A
4916,CR4916,26/08/2001,extortion,P00116701,Cos0002805,Solved,SCY716900990,Sicily,Palermo,N/A
4917,CR4917,27/01/2018,drug trafficking,P00504866,Cos0002437,On-going,SCY166708924,Sicily,Trapani,N/A
4918,CR4918,12/09/2020,tax-fraud schemes,P00505047,Cos0002271,Solved,SCY125303773,Sicily,Messina,N/A
4919,CR4919,31/01/2022,murder,P00105983,Sac0000485,Solved,PGA104865151,Puglia,Lecce,N/A
4920,CR4920,23/10/2009,prostitution,P00975471,Cam0004325,On-going,CPA287205584,Campania,Benevento,N/A
4921,CR4921,04/01/2007,labor racketeering,P00957887,Ndr0001205,On-going,CLA419003073,Calabria,Castrovillari,CA836
4922,CR4922,27/08/2021,tax-fraud schemes,P00618483,Cam0004441,Solved,CPA918707557,Campania,Naples,N/A
4923,CR4923,22/03/2007,corruption of public officials,P00263595,Ndr0000858,Solved,CLA152237800,Calabria,Castrovillari,N/A
4924,CR4924,08/03/2002,loan sharking,P00214656,Cos0001926,On-going,SCY324463070,Sicily,Ragusa,N/A
4925,CR4925,16/04/2007,corruption of public officials,P00362267,Ndr0005033,Solved,CLA8549182,Calabria,Cosenza,CA1568
