,Crime ID,Date,Crime Type,Suspect ID,Status,Lead Officer ID,Region,City,Case ID
7061,7061,2013-10-05,gambling,Cos0003492,On-going,SCY717882089,Sicily,Catania,N/A
7062,7062,2011-12-06,labor racketeering,Cos0001975,On-going,SCY882127060,Sicily,Syracuse,N/A
7063,7063,2013-12-10,extortion,Sac0001291,On-going,PGA739902407,Puglia,Taranto,N/A
7064,7064,2016-09-17,gambling,Cos0002734,On-going,SCY678085602,Sicily,Palermo,N/A
7065,7065,2015-06-08,corruption of public officials,Ndr0001861,Solved,CLA999330432,Calabria,Catanzaro,N/A
7066,7066,2004-06-29,labor racketeering,Ndr0003202,On-going,CLA313341669,Calabria,Catanzaro,N/A
7067,7067,2014-05-01,loan sharking,Cos0003513,On-going,SCY203417718,Sicily,Trapani,N/A
7068,7068,2002-11-28,drug trafficking,Cam0001537,On-going,CPA299843930,Campania,Salerno,N/A
7069,7069,2013-07-15,tax-fraud schemes,Ndr0004117,On-going,CLA87528873,Calabria,Lamezia Terme,N/A
7070,7070,2006-11-09,tax-fraud schemes,Sac0001402,Solved,PGA953653684,Puglia,Bari,N/A
7071,7071,2012-04-17,drug trafficking,Sac0000562,On-going,PGA734239572,Puglia,Lecce,N/A
7072,7072,2001-09-18,corruption of public officials,Cos0001671,Solved,SCY117425237,Sicily,Marsala,N/A
7073,7073,2021-05-26,corruption of public officials,Ndr0005097,On-going,CLA936888087,Calabria,Catanzaro,N/A
7074,7074,2007-10-31,labor racketeering,Ndr0004378,On-going,CLA70262531,Calabria,Rende,N/A
7075,7075,2011-11-23,murder,Sac0000609,Solved,PGA279945071,Puglia,Bari,N/A
7076,7076,2001-10-04,murder,Cam0004078,Solved,CPA332705566,Campania,Avellino,N/A
7077,7077,2006-04-26,gambling,Cos0000654,Solved,SCY167241850,Sicily,Catania,N/A
7078,7078,2005-03-05,drug trafficking,Ndr0002557,Solved,CLA738608372,Calabria,Cosenza,N/A
7079,7079,2014-11-14,gambling,Sac0001055,On-going,PGA29780610,Puglia,Andria,N/A
7080,7080,2018-08-07,drug trafficking,Cam0000868,On-going,CPA82702666,Campania,Benevento,N/A
7081,7081,2005-08-08,corruption of public officials,Cam0005497,On-going,CPA195938915,Campania,Caserta,N/A
7082,7082,2020-02-24,murder,Ndr0002679,Solved,CLA270426413,Calabria,Rende,14
7083,7083,2002-06-03,labor racketeering,Cam0001035,Solved,CPA604529356,Campania,Naples,N/A
7084,7084,2006-02-26,corruption of public officials,Ndr0003882,On-going,CLA627506219,Calabria,Rende,32
7085,7085,2000-03-28,tax-fraud schemes,Sac0001394,Solved,PGA956614887,Puglia,Andria,N/A
7086,7086,2020-09-05,corruption of public officials,Cos0002868,Solved,SCY676912079,Sicily,Catania,N/A
7087,7087,2008-06-08,murder,Ndr0003655,Solved,CLA9700139,Calabria,Rende,N/A
7088,7088,2012-07-29,extortion,Cam0003198,Solved,CPA632043994,Campania,Avellino,N/A
7089,7089,2013-11-30,corruption of public officials,Cos0002747,Solved,SCY842677884,Sicily,Caltanissetta,N/A
7090,7090,2019-05-16,loan sharking,Cam0005167,Solved,CPA540930190,Campania,Caserta,N/A
7091,7091,2000-08-10,drug trafficking,Cam0002290,Solved,CPA818486620,Campania,Avellino,N/A
7092,7092,2019-07-15,extortion,Cam0003602,Solved,CPA237122724,Campania,Naples,N/A
7093,7093,2013-02-03,extortion,Cos0001543,Solved,SCY960114902,Sicily,Syracuse,N/A
7094,7094,2021-07-01,extortion,Sac0000855,Solved,PGA400923102,Puglia,Lecce,N/A
7095,7095,2015-04-11,gambling,Cam0000577,Solved,CPA40136798,Campania,Naples,11
7096,7096,2021-12-13,drug trafficking,Sac0000522,On-going,PGA175244803,Puglia,Bari,N/A
7097,7097,2011-11-13,infiltration of legitimate businesses,Cam0002175,On-going,CPA95552164,Campania,Salerno,N/A
7098,7098,2002-07-15,corruption of public officials,Sac0001365,On-going,PGA7589625,Puglia,Bari,N/A
7099,7099,2009-05-15,prostitution,Cos0003918,On-going,SCY665855747,Sicily,Trapani,N/A
7100,7100,2000-06-27,prostitution,Cos0003671,Solved,SCY632296386,Sicily,Syracuse,N/A
7101,7101,2012-08-21,corruption of public officials,Cos0002291,On-going,SCY396348761,Sicily,Ragusa,N/A
7102,7102,2017-12-14,infiltration of legitimate businesses,Cos0002773,Solved,SCY803424734,Sicily,Trapani,N/A
7103,7103,2020-11-02,corruption of public officials,Ndr0002124,Solved,CLA646851572,Calabria,Crotone,N/A
7104,7104,2021-01-09,loan sharking,Cos0001584,On-going,SCY298629278,Sicily,Marsala,N/A
7105,7105,2017-09-11,infiltration of legitimate businesses,Ndr0001620,Solved,CLA513752269,Calabria,Castrovillari,N/A
7106,7106,2020-02-07,drug trafficking,Sac0001608,Solved,PGA718132844,Puglia,Andria,N/A
7107,7107,2015-12-21,extortion,Cos0004276,Solved,SCY253665086,Sicily,Syracuse,N/A
7108,7108,2015-07-10,corruption of public officials,Cam0000360,Solved,CPA528881966,Campania,Salerno,N/A
7109,7109,2020-12-13,gambling,Sac0001695,Solved,PGA929995710,Puglia,Andria,N/A
7110,7110,2017-05-10,labor racketeering,Cos0003782,Solved,SCY943392666,Sicily,Caltanissetta,N/A
7111,7111,2001-09-24,labor racketeering,Ndr0000507,On-going,CLA387291028,Calabria,Acri,N/A
7112,7112,2006-11-08,labor racketeering,Cos0004419,On-going,SCY434631251,Sicily,Syracuse,N/A
7113,7113,2011-10-22,murder,Cam0000371,Solved,CPA308743262,Campania,Salerno,N/A
7114,7114,2014-05-18,extortion,Cos0001690,Solved,SCY169203546,Sicily,Ragusa,N/A
7115,7115,2018-09-12,labor racketeering,Cam0004537,On-going,CPA834273610,Campania,Avellino,N/A
7116,7116,2018-06-19,tax-fraud schemes,Ndr0000807,Solved,CLA471739082,Calabria,Castrovillari,N/A
7117,7117,2016-07-31,extortion,Sac0000198,Solved,PGA886893476,Puglia,Bari,N/A
7118,7118,2000-05-04,drug trafficking,Ndr0000848,Solved,CLA811386986,Calabria,Reggio Calabria,N/A
7119,7119,2018-03-19,infiltration of legitimate businesses,Sac0001204,Solved,PGA381388305,Puglia,Bari,N/A
7120,7120,2011-06-26,drug trafficking,Cam0000490,On-going,CPA552092198,Campania,Salerno,N/A
7121,7121,2000-10-22,extortion,Cam0005619,On-going,CPA148945706,Campania,Avellino,N/A
7122,7122,2009-12-05,murder,Cam0001494,On-going,CPA465348312,Campania,Avellino,N/A
7123,7123,2010-10-14,gambling,Cos0004694,On-going,SCY435329287,Sicily,Gela,N/A
7124,7124,2008-09-27,loan sharking,Cos0001755,On-going,SCY630206050,Sicily,Messina,N/A
7125,7125,2000-08-11,tax-fraud schemes,Ndr0002543,On-going,CLA55876524,Calabria,Cosenza,N/A
7126,7126,2020-11-16,loan sharking,Sac0001574,Solved,PGA463948491,Puglia,Bari,N/A
7127,7127,2007-11-03,labor racketeering,Sac0001047,On-going,PGA626302377,Puglia,Andria,N/A
7128,7128,2019-04-23,drug trafficking,Cam0002359,Solved,CPA129524474,Campania,Benevento,N/A
7129,7129,2006-06-13,labor racketeering,Cos0001482,On-going,SCY841220952,Sicily,Palermo,N/A
7130,7130,2021-02-25,infiltration of legitimate businesses,Cam0005502,Solved,CPA252266283,Campania,Caserta,N/A
7131,7131,2000-07-08,murder,Cam0004072,Solved,CPA913385886,Campania,Benevento,N/A
7132,7132,2021-03-28,loan sharking,Ndr0004747,On-going,CLA534804512,Calabria,Acri,N/A
7133,7133,2004-06-14,loan sharking,Ndr0001849,On-going,CLA402800421,Calabria,Montalto Uffugo,N/A
7134,7134,2005-12-09,extortion,Ndr0003467,Solved,CLA668397897,Calabria,Montalto Uffugo,N/A
7135,7135,2001-10-24,loan sharking,Ndr0002820,On-going,CLA580950620,Calabria,Corigliano-Rossano,N/A
7136,7136,2021-10-25,labor racketeering,Cos0003199,On-going,SCY59775726,Sicily,Vittoria,N/A
7137,7137,2007-04-26,extortion,Cam0002291,On-going,CPA565094953,Campania,Naples,N/A
7138,7138,2020-12-19,drug trafficking,Cam0003852,On-going,CPA670957943,Campania,Caserta,N/A
7139,7139,2008-05-05,corruption of public officials,Cam0002243,Solved,CPA849309126,Campania,Benevento,N/A
7140,7140,2021-06-04,infiltration of legitimate businesses,Ndr0002509,Solved,CLA422710486,Calabria,Montalto Uffugo,N/A
7141,7141,2010-12-19,prostitution,Cos0002387,On-going,SCY396082433,Sicily,Vittoria,N/A
7142,7142,2021-04-18,corruption of public officials,Cos0003926,On-going,SCY116014471,Sicily,Marsala,N/A
7143,7143,2002-12-15,tax-fraud schemes,Cos0003701,Solved,SCY194004279,Sicily,Vittoria,N/A
7144,7144,2000-01-30,prostitution,Cos0002272,Solved,SCY361557083,Sicily,Caltanissetta,11
7145,7145,2019-02-08,gambling,Sac0000171,On-going,PGA927086974,Puglia,Bari,23
7146,7146,2007-02-15,extortion,Ndr0000383,On-going,CLA319580704,Calabria,Corigliano-Rossano,N/A
7147,7147,2000-11-10,gambling,Cam0001985,On-going,CPA565737401,Campania,Avellino,33
7148,7148,2005-04-27,infiltration of legitimate businesses,Ndr0001957,On-going,CLA935672045,Calabria,Montalto Uffugo,N/A
7149,7149,2014-07-19,gambling,Cos0001736,Solved,SCY706464450,Sicily,Syracuse,N/A
7150,7150,2001-07-12,tax-fraud schemes,Sac0001378,On-going,PGA801263644,Puglia,Andria,N/A
7151,7151,2001-12-10,murder,Sac0000932,On-going,PGA531478123,Puglia,Taranto,N/A
7152,7152,2010-03-31,labor racketeering,Sac0001555,On-going,PGA956294382,Puglia,Foggia,N/A
7153,7153,2008-05-16,extortion,Sac0000573,On-going,PGA427606652,Puglia,Foggia,N/A
7154,7154,2018-07-17,gambling,Sac0000519,Solved,PGA809371327,Puglia,Foggia,N/A
7155,7155,2008-10-31,extortion,Ndr0001905,On-going,CLA513847978,Calabria,Corigliano-Rossano,N/A
7156,7156,2015-10-05,extortion,Sac0000214,Solved,PGA386889101,Puglia,Andria,N/A
7157,7157,2016-05-26,labor racketeering,Cos0002690,Solved,SCY648102487,Sicily,Palermo,N/A
7158,7158,2009-10-16,drug trafficking,Cos0000832,On-going,SCY807828635,Sicily,Marsala,N/A
7159,7159,2006-08-29,drug trafficking,Cam0004854,Solved,CPA627530235,Campania,Benevento,N/A
7160,7160,2007-12-17,labor racketeering,Cam0002026,On-going,CPA113525561,Campania,Avellino,N/A
7161,7161,2005-01-31,drug trafficking,Sac0000882,On-going,PGA840425343,Puglia,Taranto,N/A
7162,7162,2017-08-19,gambling,Cam0004963,On-going,CPA894078345,Campania,Naples,N/A
7163,7163,2009-11-19,murder,Cos0004563,On-going,SCY921958637,Sicily,Palermo,N/A
7164,7164,2001-08-14,extortion,Cam0002419,Solved,CPA265301666,Campania,Salerno,N/A
7165,7165,2000-01-27,gambling,Cam0004295,On-going,CPA177525130,Campania,Caserta,N/A
7166,7166,2000-06-26,labor racketeering,Ndr0003019,Solved,CLA795837877,Calabria,Vibo Valentia,N/A
7167,7167,2021-05-23,drug trafficking,Sac0000861,On-going,PGA702830781,Puglia,Foggia,N/A
7168,7168,2020-02-22,extortion,Sac0000969,On-going,PGA570806431,Puglia,Foggia,N/A
7169,7169,2018-01-12,murder,Cos0001011,Solved,SCY986053404,Sicily,Marsala,N/A
7170,7170,2015-03-20,drug trafficking,Cam0005465,Solved,CPA204876443,Campania,Benevento,N/A
7171,7171,2000-04-08,corruption of public officials,Ndr0004130,Solved,CLA939925027,Calabria,Vibo Valentia,N/A
7172,7172,2020-02-13,drug trafficking,Ndr0001769,On-going,CLA155604843,Calabria,Reggio Calabria,N/A
7173,7173,2007-10-15,labor racketeering,Cam0004882,On-going,CPA391211952,Campania,Avellino,N/A
7174,7174,2007-07-19,labor racketeering,Cos0001089,On-going,SCY666007566,Sicily,Marsala,N/A
7175,7175,2011-08-04,labor racketeering,Ndr0002819,Solved,CLA789759401,Calabria,Castrovillari,N/A
7176,7176,2004-03-31,murder,Cam0004352,Solved,CPA94988056,Campania,Salerno,N/A
7177,7177,2009-06-01,infiltration of legitimate businesses,Sac0001037,On-going,PGA22892054,Puglia,Bari,N/A
7178,7178,2011-07-04,labor racketeering,Ndr0004423,On-going,CLA660080426,Calabria,Acri,N/A
7179,7179,2018-05-07,drug trafficking,Sac0001224,Solved,PGA432295600,Puglia,Lecce,N/A
7180,7180,2014-10-06,prostitution,Ndr0000600,On-going,CLA920154191,Calabria,Castrovillari,N/A
7181,7181,2008-05-09,labor racketeering,Ndr0000819,Solved,CLA550857660,Calabria,Crotone,N/A
7182,7182,2007-02-05,extortion,Sac0000694,On-going,PGA510563506,Puglia,Andria,N/A
7183,7183,2017-01-29,prostitution,Sac0000150,On-going,PGA516379008,Puglia,Bari,N/A
7184,7184,2001-02-02,corruption of public officials,Sac0001118,Solved,PGA257299054,Puglia,Bari,N/A
7185,7185,2007-06-23,labor racketeering,Cam0002268,Solved,CPA291785002,Campania,Benevento,N/A
7186,7186,2010-01-10,extortion,Cam0003091,Solved,CPA175599361,Campania,Naples,N/A
7187,7187,2010-04-06,loan sharking,Cam0001584,On-going,CPA407744095,Campania,Avellino,N/A
7188,7188,2014-03-29,labor racketeering,Ndr0003016,On-going,CLA498751813,Calabria,Montalto Uffugo,N/A
7189,7189,2011-12-31,prostitution,Sac0000146,Solved,PGA467980212,Puglia,Taranto,N/A
7190,7190,2016-10-11,loan sharking,Sac0000965,Solved,PGA664587497,Puglia,Lecce,N/A
7191,7191,2016-08-12,corruption of public officials,Cam0003363,On-going,CPA806018163,Campania,Naples,N/A
7192,7192,2019-09-12,prostitution,Cam0002181,Solved,CPA785584527,Campania,Benevento,N/A
7193,7193,2006-02-08,murder,Ndr0002289,On-going,CLA180528179,Calabria,Montalto Uffugo,N/A
7194,7194,2008-05-05,murder,Ndr0002420,On-going,CLA348605541,Calabria,Cosenza,N/A
7195,7195,2013-07-11,loan sharking,Sac0001459,On-going,PGA566409033,Puglia,Bari,N/A
7196,7196,2003-07-25,murder,Ndr0003182,Solved,CLA754351684,Calabria,Castrovillari,N/A
7197,7197,2005-04-07,prostitution,Cos0003295,Solved,SCY432537202,Sicily,Palermo,N/A
7198,7198,2015-12-11,corruption of public officials,Cam0001046,Solved,CPA73318024,Campania,Benevento,N/A
7199,7199,2006-06-13,corruption of public officials,Ndr0000326,On-going,CLA508549378,Calabria,Rende,N/A
7200,7200,2018-07-10,tax-fraud schemes,Cam0002571,On-going,CPA523118396,Campania,Caserta,N/A
7201,7201,2020-07-20,loan sharking,Ndr0003909,On-going,CLA310687579,Calabria,Vibo Valentia,N/A
7202,7202,2001-04-06,murder,Cam0002814,On-going,CPA112192659,Campania,Avellino,N/A
7203,7203,2001-12-25,murder,Cam0005635,Solved,CPA789718256,Campania,Benevento,N/A
7204,7204,2003-10-17,tax-fraud schemes,Cos0001985,Solved,SCY744074560,Sicily,Catania,N/A
7205,7205,2000-07-12,tax-fraud schemes,Cos0000241,Solved,SCY363648553,Sicily,Gela,N/A
7206,7206,2020-05-02,murder,Ndr0001871,On-going,CLA475364995,Calabria,Cosenza,N/A
7207,7207,2016-03-01,corruption of public officials,Cos0001546,Solved,SCY848450298,Sicily,Catania,N/A
7208,7208,2008-05-31,gambling,Cam0000565,On-going,CPA403548446,Campania,Caserta,N/A
7209,7209,2008-10-01,infiltration of legitimate businesses,Cam0002724,Solved,CPA493818294,Campania,Caserta,N/A
7210,7210,2006-09-04,murder,Ndr0000889,On-going,CLA385487588,Calabria,Montalto Uffugo,N/A
7211,7211,2002-07-13,gambling,Sac0000295,On-going,PGA489139335,Puglia,Foggia,N/A
7212,7212,2019-04-10,prostitution,Sac0000496,On-going,PGA102636444,Puglia,Andria,N/A
7213,7213,2021-10-28,murder,Ndr0002032,Solved,CLA96074019,Calabria,Corigliano-Rossano,N/A
7214,7214,2003-04-03,loan sharking,Sac0000127,Solved,PGA369067965,Puglia,Bari,N/A
7215,7215,2008-09-26,labor racketeering,Cam0005623,On-going,CPA652368567,Campania,Caserta,N/A
7216,7216,2012-12-08,corruption of public officials,Cos0003403,On-going,SCY247857327,Sicily,Messina,N/A
7217,7217,2013-11-19,murder,Ndr0004946,Solved,CLA128942870,Calabria,Crotone,N/A
7218,7218,2020-07-01,infiltration of legitimate businesses,Cam0003563,On-going,CPA105073997,Campania,Salerno,N/A
7219,7219,2000-05-11,loan sharking,Ndr0004726,Solved,CLA558884395,Calabria,Cosenza,N/A
7220,7220,2004-08-01,extortion,Cam0001908,Solved,CPA790974958,Campania,Naples,N/A
7221,7221,2018-08-28,prostitution,Ndr0001674,Solved,CLA308575686,Calabria,Cosenza,N/A
7222,7222,2007-11-20,prostitution,Cos0001923,On-going,SCY265415567,Sicily,Gela,N/A
7223,7223,2009-07-26,loan sharking,Ndr0000994,On-going,CLA679021378,Calabria,Reggio Calabria,N/A
7224,7224,2008-12-07,infiltration of legitimate businesses,Ndr0002553,Solved,CLA958926459,Calabria,Vibo Valentia,N/A
7225,7225,2017-02-05,murder,Cos0002896,On-going,SCY145843769,Sicily,Syracuse,N/A
7226,7226,2008-04-05,gambling,Sac0001347,Solved,PGA654554112,Puglia,Lecce,N/A
7227,7227,2006-04-13,prostitution,Cam0002890,Solved,CPA983667306,Campania,Salerno,21
7228,7228,2019-06-29,drug trafficking,Cam0003437,Solved,CPA506423465,Campania,Benevento,N/A
7229,7229,2013-05-31,murder,Ndr0002242,On-going,CLA895489488,Calabria,Castrovillari,N/A
7230,7230,2001-12-08,infiltration of legitimate businesses,Ndr0001662,Solved,CLA905015101,Calabria,Crotone,N/A
7231,7231,2013-06-21,corruption of public officials,Cos0002177,Solved,SCY756333337,Sicily,Ragusa,N/A
7232,7232,2011-12-27,extortion,Ndr0000606,On-going,CLA112927128,Calabria,Rende,N/A
7233,7233,2000-03-15,gambling,Sac0000306,Solved,PGA108475841,Puglia,Foggia,N/A
7234,7234,2001-08-26,loan sharking,Sac0001716,On-going,PGA972994024,Puglia,Taranto,N/A
7235,7235,2011-07-11,tax-fraud schemes,Cam0002581,On-going,CPA548493314,Campania,Benevento,N/A
7236,7236,2010-08-25,labor racketeering,Cam0004784,On-going,CPA754718369,Campania,Salerno,N/A
7237,7237,2011-12-14,extortion,Ndr0001158,Solved,CLA33692707,Calabria,Vibo Valentia,N/A
7238,7238,2006-09-17,tax-fraud schemes,Cos0003952,On-going,SCY564664620,Sicily,Marsala,N/A
7239,7239,2010-11-03,gambling,Cos0001998,Solved,SCY768141331,Sicily,Trapani,N/A
7240,7240,2017-04-20,loan sharking,Cos0002777,Solved,SCY879911989,Sicily,Syracuse,N/A
7241,7241,2002-08-30,tax-fraud schemes,Cam0002418,Solved,CPA483793747,Campania,Salerno,N/A
7242,7242,2004-11-01,loan sharking,Cos0003133,On-going,SCY768128858,Sicily,Trapani,N/A
7243,7243,2014-11-25,prostitution,Ndr0003155,On-going,CLA15319863,Calabria,Acri,N/A
7244,7244,2017-09-10,gambling,Cam0005339,Solved,CPA970015490,Campania,Benevento,N/A
7245,7245,2007-01-08,infiltration of legitimate businesses,Cam0001114,On-going,CPA487011176,Campania,Benevento,N/A
7246,7246,2001-01-23,infiltration of legitimate businesses,Sac0000973,On-going,PGA373010061,Puglia,Foggia,N/A
7247,7247,2018-11-17,loan sharking,Cam0004158,On-going,CPA375970451,Campania,Naples,N/A
7248,7248,2009-07-01,drug trafficking,Cos0003973,Solved,SCY292747373,Sicily,Gela,N/A
7249,7249,2012-11-27,gambling,Cam0003927,Solved,CPA275445856,Campania,Benevento,N/A
7250,7250,2004-09-13,murder,Sac0000766,On-going,PGA780982365,Puglia,Taranto,N/A
7251,7251,2008-01-12,corruption of public officials,Cos0003204,On-going,SCY534752944,Sicily,Ragusa,N/A
7252,7252,2007-11-14,infiltration of legitimate businesses,Sac0000117,Solved,PGA873180721,Puglia,Lecce,N/A
7253,7253,2002-02-18,labor racketeering,Ndr0004964,Solved,CLA401310325,Calabria,Crotone,36
7254,7254,2015-05-26,tax-fraud schemes,Cos0000510,Solved,SCY722492069,Sicily,Catania,N/A
7255,7255,2007-02-06,drug trafficking,Ndr0001831,On-going,CLA95488232,Calabria,Catanzaro,N/A
7256,7256,2006-11-01,drug trafficking,Ndr0004862,On-going,CLA639259946,Calabria,Corigliano-Rossano,N/A
7257,7257,2002-06-21,labor racketeering,Cos0001059,On-going,SCY307752802,Sicily,Trapani,N/A
7258,7258,2011-04-02,corruption of public officials,Cos0004339,Solved,SCY17104193,Sicily,Catania,N/A
7259,7259,2000-04-01,murder,Cos0002008,On-going,SCY535250707,Sicily,Palermo,11
7260,7260,2008-09-14,loan sharking,Ndr0001272,On-going,CLA472235048,Calabria,Reggio Calabria,N/A
7261,7261,2016-09-14,labor racketeering,Ndr0003453,On-going,CLA149546522,Calabria,Reggio Calabria,N/A
7262,7262,2007-12-20,gambling,Sac0000796,On-going,PGA877702647,Puglia,Taranto,N/A
7263,7263,2005-04-01,drug trafficking,Sac0000619,On-going,PGA160465546,Puglia,Foggia,N/A
7264,7264,2009-05-30,prostitution,Ndr0004884,On-going,CLA571518617,Calabria,Montalto Uffugo,N/A
7265,7265,2009-09-03,labor racketeering,Cos0002609,On-going,SCY724831512,Sicily,Trapani,N/A
7266,7266,2011-11-07,tax-fraud schemes,Cos0004726,Solved,SCY5635824,Sicily,Messina,N/A
7267,7267,2014-08-09,labor racketeering,Sac0000923,On-going,PGA34038182,Puglia,Foggia,N/A
7268,7268,2019-04-06,labor racketeering,Ndr0002780,On-going,CLA766152122,Calabria,Catanzaro,N/A
7269,7269,2020-04-04,infiltration of legitimate businesses,Cos0000453,On-going,SCY239767300,Sicily,Syracuse,N/A
7270,7270,2002-09-07,loan sharking,Cos0003883,Solved,SCY914540710,Sicily,Caltanissetta,N/A
7271,7271,2018-11-05,extortion,Ndr0004545,Solved,CLA418679397,Calabria,Catanzaro,N/A
7272,7272,2008-01-22,gambling,Ndr0004627,On-going,CLA305393721,Calabria,Corigliano-Rossano,35
7273,7273,2018-04-17,corruption of public officials,Cam0004618,On-going,CPA273708898,Campania,Avellino,N/A
7274,7274,2017-12-12,corruption of public officials,Ndr0000996,Solved,CLA693217254,Calabria,Acri,N/A
7275,7275,2008-06-18,loan sharking,Ndr0001731,Solved,CLA382759509,Calabria,Lamezia Terme,N/A
7276,7276,2021-05-09,murder,Cos0004052,On-going,SCY935860854,Sicily,Marsala,N/A
7277,7277,2001-12-18,infiltration of legitimate businesses,Sac0001326,On-going,PGA906357267,Puglia,Lecce,N/A
7278,7278,2009-02-02,infiltration of legitimate businesses,Sac0000602,On-going,PGA965018302,Puglia,Bari,N/A
7279,7279,2020-04-03,murder,Ndr0000270,On-going,CLA968411373,Calabria,Acri,N/A
7280,7280,2007-11-20,murder,Cam0001864,Solved,CPA210603309,Campania,Benevento,N/A
7281,7281,2007-09-25,corruption of public officials,Ndr0001870,On-going,CLA584856931,Calabria,Rende,N/A
